title,source,price,ram_gb,memmory_gb,main_cam_mp,front_cam_mp,dual_cam,is_iphone_and_age
apple iphone 14 512gb purple (model a2882),alta.ge,3499,6.0,512.0,12.0,12.0,1,1.0
samsung s918b galaxy s23 ultra (12gb/512gb) lte/5 dual sim - green,alta.ge,3599,12.0,512.0,200.0,12.0,1,-1.0
samsung s918b galaxy s23 ultra (12gb/512gb) lte/5 dual sim - black,alta.ge,3599,12.0,512.0,200.0,12.0,1,-1.0
apple iphone 14 pro max 128gb deep purple,alta.ge,3599,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro max 128gb gold,alta.ge,3599,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro max 128gb silver,alta.ge,3599,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro 128gb silver,alta.ge,3199,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 plus 128gb purple,alta.ge,2899,6.0,128.0,12.0,12.0,1,1.0
apple iphone 14 plus 128gb blue,alta.ge,2899,6.0,128.0,12.0,12.0,1,1.0
samsung galaxy flip5 5g (8gb/256gb) - grey,alta.ge,2999,8.0,256.0,12.0,10.0,1,-1.0
samsung galaxy flip5 5g (8gb/256gb) - beige,alta.ge,2999,8.0,256.0,12.0,10.0,1,-1.0
samsung galaxy flip5 5g (8gb/256gb) - light green,alta.ge,2999,8.0,256.0,12.0,10.0,1,-1.0
samsung galaxy flip5 5g (8gb/256gb) - light pink,alta.ge,2999,8.0,256.0,12.0,10.0,1,-1.0
samsung galaxy flip4 5g (8gb/256gb) - blue,alta.ge,2999,8.0,256.0,12.0,10.0,1,-1.0
samsung galaxy flip4 5g (8gb/256gb) - rose gold,alta.ge,2999,8.0,256.0,12.0,10.0,1,-1.0
samsung galaxy flip4 5g (8gb/256gb) - bora purple,alta.ge,2999,8.0,256.0,12.0,10.0,1,-1.0
samsung galaxy flip4 5g (8gb/256gb) - graphite,alta.ge,2999,8.0,256.0,12.0,10.0,1,-1.0
samsung s918b galaxy s23 ultra (12gb/256gb) lte/5 dual sim - black,alta.ge,3149,12.0,256.0,200.0,12.0,1,-1.0
samsung s918b galaxy s23 ultra (12gb/256gb) lte/5 dual sim - green,alta.ge,3149,12.0,256.0,200.0,12.0,1,-1.0
samsung s918b galaxy s23 ultra (12gb/256gb) lte/5 dual sim - lavender,alta.ge,3149,12.0,256.0,200.0,12.0,1,-1.0
samsung s918b galaxy s23 ultra (12gb/256gb) lte/5 dual sim - cream,alta.ge,3149,12.0,256.0,200.0,12.0,1,-1.0
apple iphone 14 pro 128gb gold,alta.ge,3199,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 plus 128gb midnight,alta.ge,2899,6.0,128.0,12.0,12.0,1,1.0
oppo find n2 flip 5g (8gb/256gb) - black,alta.ge,2599,8.0,256.0,50.0,32.0,1,-1.0
oppo find n2 flip 5g (8gb/256gb) - purple,alta.ge,2599,8.0,256.0,50.0,32.0,1,-1.0
samsung s916b galaxy s23 plus (8gb/256gb) lte/5g dual sim - black,alta.ge,2599,8.0,256.0,50.0,12.0,1,-1.0
samsung s916b galaxy s23 plus (8gb/256gb) lte/5g dual sim - green,alta.ge,2599,8.0,256.0,50.0,12.0,1,-1.0
samsung s916b galaxy s23 plus (8gb/256gb) lte/5g dual sim - cream,alta.ge,2599,8.0,256.0,50.0,12.0,1,-1.0
samsung s916b galaxy s23 plus (8gb/256gb) lte/5g dual sim - lavender,alta.ge,2599,8.0,256.0,50.0,12.0,1,-1.0
apple iphone 14 256gb yellow,alta.ge,2799,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 256gb (product)red (model a2882),alta.ge,2799,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 256gb purple (model a2882),alta.ge,2799,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 256gb starlight (model a2882),alta.ge,2799,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 256gb midnight (model a2882),alta.ge,2799,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 256gb blue (model a2882),alta.ge,2799,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 plus 128gb yellow,alta.ge,2899,6.0,128.0,12.0,12.0,1,1.0
apple iphone 14 plus 128gb (product)red,alta.ge,2899,6.0,128.0,12.0,12.0,1,1.0
apple iphone 14 plus 128gb starlight,alta.ge,2899,6.0,128.0,12.0,12.0,1,1.0
apple iphone 14 128gb blue (model a2882),alta.ge,2499,6.0,128.0,12.0,12.0,1,1.0
apple iphone 12 mini 64gb blue (model a2399),alta.ge,2199,4.0,64.0,12.0,12.0,1,3.0
samsung s911b galaxy s23 (8gb/256gb) lte/5g dual sim - cream,alta.ge,2299,8.0,256.0,50.0,12.0,1,-1.0
samsung s911b galaxy s23 (8gb/256gb) lte/5g dual sim - green,alta.ge,2299,8.0,256.0,50.0,12.0,1,-1.0
samsung s911b galaxy s23 (8gb/256gb) lte/5g dual sim - black,alta.ge,2299,8.0,256.0,50.0,12.0,1,-1.0
samsung s911b galaxy s23 (8gb/256gb) lte/5g dual sim - lavender,alta.ge,2299,8.0,256.0,50.0,12.0,1,-1.0
apple iphone 13 256gb green,alta.ge,2449,4.0,256.0,12.0,12.0,1,2.0
apple iphone 13 256gb midnight,alta.ge,2449,4.0,256.0,12.0,12.0,1,2.0
apple iphone 13 256gb blue,alta.ge,2449,4.0,256.0,12.0,12.0,1,2.0
apple iphone 13 256gb (product)red,alta.ge,2449,4.0,256.0,12.0,12.0,1,2.0
apple iphone 13 256gb starlight,alta.ge,2449,4.0,256.0,12.0,12.0,1,2.0
apple iphone 14 128gb yellow,alta.ge,2499,6.0,128.0,12.0,12.0,1,1.0
apple iphone 14 128gb (product)red (model a2882),alta.ge,2499,6.0,128.0,12.0,12.0,1,1.0
apple iphone 14 128gb purple (model a2882),alta.ge,2499,6.0,128.0,12.0,12.0,1,1.0
apple iphone 14 128gb starlight (model a2882),alta.ge,2499,6.0,128.0,12.0,12.0,1,1.0
apple iphone 14 128gb midnight (model a2882),alta.ge,2499,6.0,128.0,12.0,12.0,1,1.0
oneplus 10t 5g (16gb/256gb) dual sim - green,alta.ge,2199,16.0,256.0,50.0,16.0,1,-1.0
apple iphone 11 128gb black (a2221-zkmhdh3rm/a),alta.ge,1699,4.0,128.0,12.0,12.0,1,4.0
apple iphone 12 64gb purple (model a2403),alta.ge,1799,4.0,64.0,12.0,12.0,1,3.0
apple iphone 13 mini 128gb midnight,alta.ge,1899,4.0,128.0,12.0,12.0,1,2.0
apple iphone 13 mini 128gb blue,alta.ge,1899,4.0,128.0,12.0,12.0,1,2.0
oneplus 10t 5g (8gb/128gb) dual sim - black,alta.ge,1999,8.0,128.0,50.0,16.0,1,-1.0
samsung s911b galaxy s23 (8gb/128gb) lte/5g dual sim - cream,alta.ge,2099,8.0,128.0,50.0,12.0,1,-1.0
samsung s911b galaxy s23 (8gb/128gb) lte/5g dual sim - green,alta.ge,2099,8.0,128.0,50.0,12.0,1,-1.0
samsung s911b galaxy s23 (8gb/128gb) lte/5g dual sim - black,alta.ge,2099,8.0,128.0,50.0,12.0,1,-1.0
samsung s911b galaxy s23 (8gb/128gb) lte/5g dual sim - lavender,alta.ge,2099,8.0,128.0,50.0,12.0,1,-1.0
apple iphone 13 128gb green,alta.ge,2149,4.0,128.0,12.0,12.0,1,2.0
apple iphone 13 128gb starlight,alta.ge,2149,4.0,128.0,12.0,12.0,1,2.0
apple iphone 13 128gb pink,alta.ge,2149,4.0,128.0,12.0,12.0,1,2.0
apple iphone 13 128gb midnight,alta.ge,2149,4.0,128.0,12.0,12.0,1,2.0
apple iphone 13 128gb blue,alta.ge,2149,4.0,128.0,12.0,12.0,1,2.0
apple iphone 13 128gb (product)red,alta.ge,2149,4.0,128.0,12.0,12.0,1,2.0
apple iphone 11 128gb white (a2221-zkmhdj3rma),alta.ge,1699,4.0,128.0,12.0,12.0,1,4.0
honor 70 (8gb/256gb) dual sim lte - black,alta.ge,1399,8.0,256.0,54.0,32.0,1,-1.0
samsung a736b galaxy a73 (6gb/128gb) dual sim lte/5g - white,alta.ge,1449,6.0,128.0,108.0,32.0,1,-1.0
samsung a736b galaxy a73 (6gb/128gb) dual sim lte/5g - mint,alta.ge,1449,6.0,128.0,108.0,32.0,1,-1.0
samsung a736b galaxy a73 (6gb/128gb) dual sim lte/5g - gray,alta.ge,1449,6.0,128.0,108.0,32.0,1,-1.0
apple iphone se (2022) 64gb - (product)red,alta.ge,1499,4.0,64.0,12.0,7.0,0,1.0
apple iphone se (2022) 64gb - starlight,alta.ge,1499,4.0,64.0,12.0,7.0,0,1.0
apple iphone 11 64gb white (a2221-zkmhdc3fsa),alta.ge,1499,4.0,64.0,12.0,12.0,1,4.0
apple iphone 11 64gb black (a2221-zkmhda3rm/a),alta.ge,1499,4.0,64.0,12.0,12.0,1,4.0
samsung a736b galaxy a73 (8gb/256gb) dual sim lte/5g - mint,alta.ge,1599,8.0,256.0,108.0,32.0,1,-1.0
samsung a736b galaxy a73 (8gb/256gb) dual sim lte/5g - gray,alta.ge,1599,8.0,256.0,108.0,32.0,1,-1.0
samsung s901b galaxy s22 (8gb/128gb) lte/5g dual sim - bora purple,alta.ge,1649,8.0,128.0,50.0,10.0,1,-1.0
samsung s901b galaxy s22 (8gb/128gb) lte/5g dual sim - green,alta.ge,1649,8.0,128.0,50.0,10.0,1,-1.0
samsung s901b galaxy s22 (8gb/128gb) lte/5g dual sim - phantom black,alta.ge,1649,8.0,128.0,50.0,10.0,1,-1.0
apple iphone se (2022) 128gb - midnight,alta.ge,1669,4.0,128.0,12.0,7.0,0,1.0
apple iphone se (2022) 128gb - starlight,alta.ge,1669,4.0,128.0,12.0,7.0,0,1.0
honor 70 (8gb/256gb) dual sim lte - green,alta.ge,1399,8.0,256.0,54.0,32.0,1,-1.0
xiaomi 12 lite global version (8gb/256gb) - green,alta.ge,1099,8.0,256.0,108.0,32.0,1,-1.0
xiaomi 12 lite global version (8gb/256gb) - black,alta.ge,1099,8.0,256.0,108.0,32.0,1,-1.0
oneplus nord ce 2 5g (8gb/128gb) dual sim - gray,alta.ge,1099,8.0,128.0,64.0,16.0,1,-1.0
oneplus nord ce 2 5g (8gb/128gb) dual sim - blue,alta.ge,1099,8.0,128.0,64.0,16.0,1,-1.0
oppo reno 8t (8gb/256gb) dual sim lte/5g - gold,alta.ge,1129,8.0,256.0,108.0,32.0,1,-1.0
oppo reno 8t (8gb/256gb) dual sim lte/5g - black,alta.ge,1129,8.0,256.0,108.0,32.0,1,-1.0
samsung a536e galaxy a53 (8gb/256gb) dual sim lte/5g - blue,alta.ge,1199,8.0,256.0,64.0,32.0,1,-1.0
samsung a536e galaxy a53 (8gb/256gb) dual sim lte/5g - black,alta.ge,1199,8.0,256.0,64.0,32.0,1,-1.0
honor 90 (12gb/512gb) dual sim lte emerald green,alta.ge,1299,12.0,512.0,200.0,50.0,1,-1.0
honor 90 (12gb/512gb) dual sim lte midnight black,alta.ge,1299,12.0,512.0,200.0,50.0,1,-1.0
samsung g990b galaxy s21 fe (6gb/128gb) dual sim lte/5g - violet,alta.ge,1299,6.0,128.0,12.0,32.0,1,-1.0
samsung g990b galaxy s21 fe (6gb/128gb) dual sim lte/5g - olive,alta.ge,1299,6.0,128.0,12.0,32.0,1,-1.0
samsung g990b galaxy s21 fe (6gb/128gb) dual sim lte/5g - graphite,alta.ge,1299,6.0,128.0,12.0,32.0,1,-1.0
samsung g990b galaxy s21 fe (6gb/128gb) dual sim lte/5g - lavender,alta.ge,1299,6.0,128.0,12.0,32.0,1,-1.0
honor 70 (8gb/256gb) dual sim lte - silver,alta.ge,1399,8.0,256.0,54.0,32.0,1,-1.0
xiaomi 13 lite (8gb/256gb) dual sim lte/5g - black,alta.ge,1099,8.0,256.0,50.0,32.0,1,-1.0
xiaomi 12 lite global version (6gb/128gb) - pink,alta.ge,999,6.0,128.0,108.0,32.0,1,-1.0
samsung a536e galaxy a53 (6gb/128gb) dual sim lte/5g - white,alta.ge,999,6.0,128.0,64.0,32.0,1,-1.0
samsung a536e galaxy a53 (6gb/128gb) dual sim lte/5g - peach,alta.ge,999,6.0,128.0,64.0,32.0,1,-1.0
samsung a536e galaxy a53 (6gb/128gb) dual sim lte/5g - blue,alta.ge,999,6.0,128.0,64.0,32.0,1,-1.0
samsung a346b galaxy a34 (8gb/256gb) dual sim lte/5g - black,alta.ge,1049,8.0,256.0,48.0,13.0,1,-1.0
xiaomi 13 lite (8gb/128gb) dual sim lte/5g - black,alta.ge,1049,8.0,128.0,50.0,32.0,1,-1.0
xiaomi 13 lite (8gb/128gb) dual sim lte/5g - pink,alta.ge,1049,8.0,128.0,50.0,32.0,1,-1.0
xiaomi 12 lite global version (8gb/128gb) - black,alta.ge,1049,8.0,128.0,108.0,32.0,1,-1.0
honor 90 (8gb/256gb) dual sim lte blue,alta.ge,1099,8.0,256.0,200.0,50.0,1,-1.0
honor 90 (8gb/256gb) dual sim lte emerald green,alta.ge,1099,8.0,256.0,200.0,50.0,1,-1.0
honor 90 (8gb/256gb) dual sim lte midnight black,alta.ge,1099,8.0,256.0,200.0,50.0,1,-1.0
xiaomi redmi note 12 pro+ (8gb/256gb) dual sim 5g - sky blue,alta.ge,1099,8.0,256.0,200.0,16.0,1,-1.0
xiaomi 13 lite (8gb/256gb) dual sim lte/5g - blue,alta.ge,1099,8.0,256.0,50.0,32.0,1,-1.0
xiaomi redmi note 12 pro+ (8gb/256gb) dual sim 5g - white,alta.ge,1099,8.0,256.0,200.0,16.0,1,-1.0
xiaomi redmi note 12 pro+ (8gb/256gb) dual sim 5g - black,alta.ge,1099,8.0,256.0,200.0,16.0,1,-1.0
samsung a536e galaxy a53 (6gb/128gb) dual sim lte/5g - black,alta.ge,999,6.0,128.0,64.0,32.0,1,-1.0
oppo reno 8t (8gb/128gb) dual sim lte - black,alta.ge,899,8.0,128.0,100.0,32.0,1,-1.0
oppo reno 8t (8gb/128gb) dual sim lte - orange,alta.ge,899,8.0,128.0,100.0,32.0,1,-1.0
honor x9a (6gb/128gb) dual sim 5g - emerald green,alta.ge,899,6.0,128.0,64.0,16.0,1,-1.0
honor x9a (6gb/128gb) dual sim 5g - titanium silver,alta.ge,899,6.0,128.0,64.0,16.0,1,-1.0
honor x9a (6gb/128gb) dual sim 5g - midnight black,alta.ge,899,6.0,128.0,64.0,16.0,1,-1.0
samsung a336b galaxy a33 (6gb/128gb) dual sim lte/5g - white,alta.ge,949,6.0,128.0,48.0,13.0,1,-1.0
samsung a336b galaxy a33 (6gb/128gb) dual sim lte/5g - peach,alta.ge,949,6.0,128.0,48.0,13.0,1,-1.0
samsung a336b galaxy a33 (6gb/128gb) dual sim lte/5g - blue,alta.ge,949,6.0,128.0,48.0,13.0,1,-1.0
samsung a336b galaxy a33 (6gb/128gb) dual sim lte/5g - black,alta.ge,949,6.0,128.0,48.0,13.0,1,-1.0
xiaomi poco x5 pro global version (8gb/256gb) dual sim 5g - yellow,alta.ge,959,8.0,256.0,108.0,16.0,1,-1.0
samsung a346b galaxy a34 (6gb/128gb) dual sim lte/5g - silver,alta.ge,959,6.0,128.0,48.0,13.0,1,-1.0
samsung a346b galaxy a34 (6gb/128gb) dual sim lte/5g - violet,alta.ge,959,6.0,128.0,48.0,13.0,1,-1.0
samsung a346b galaxy a34 (6gb/128gb) dual sim lte/5g - green,alta.ge,959,6.0,128.0,48.0,13.0,1,-1.0
samsung a346b galaxy a34 (6gb/128gb) dual sim lte/5g - black,alta.ge,959,6.0,128.0,48.0,13.0,1,-1.0
xiaomi poco x5 pro global version (8gb/256gb) dual sim 5g - black,alta.ge,959,8.0,256.0,108.0,16.0,1,-1.0
honor x9a (8gb/256gb) dual sim midnight black,alta.ge,899,8.0,256.0,64.0,16.0,1,-1.0
honor x9 (6gb/128gb) dual sim lte - silver,alta.ge,769,6.0,128.0,64.0,16.0,1,-1.0
honor x9 (6gb/128gb) dual sim lte - blue,alta.ge,769,6.0,128.0,64.0,16.0,1,-1.0
honor x9 (6gb/128gb) dual sim lte - black,alta.ge,769,6.0,128.0,64.0,16.0,1,-1.0
samsung a546e galaxy a54 (6gb/128gb) dual sim lte/5g - white,alta.ge,789,6.0,128.0,50.0,32.0,1,-1.0
samsung a546e galaxy a54 (6gb/128gb) dual sim lte/5g - black,alta.ge,789,6.0,128.0,50.0,32.0,1,-1.0
samsung a546e galaxy a54 (6gb/128gb) dual sim lte/5g - violet,alta.ge,789,6.0,128.0,50.0,32.0,1,-1.0
oppo reno7 (8gb/128gb) dual sim lte - orange,alta.ge,789,8.0,128.0,64.0,32.0,1,-1.0
oppo reno7 (8gb/128gb) dual sim lte - black,alta.ge,789,8.0,128.0,64.0,32.0,1,-1.0
samsung a546e galaxy a54 (6gb/128gb) dual sim lte/5g - green,alta.ge,789,6.0,128.0,50.0,32.0,1,-1.0
realme11 pro 5g (8gb/256gb) dual sim nfc - beige,alta.ge,889,8.0,256.0,100.0,16.0,1,-1.0
realme11 pro 5g (8gb/256gb) dual sim nfc - black,alta.ge,889,8.0,256.0,100.0,16.0,1,-1.0
samsung a546e galaxy a54 (8gb/256gb) dual sim lte/5g - black,alta.ge,889,8.0,256.0,50.0,32.0,1,-1.0
samsung a546e galaxy a54 (8gb/256gb) dual sim lte/5g - violet,alta.ge,889,8.0,256.0,50.0,32.0,1,-1.0
samsung a546e galaxy a54 (8gb/256gb) dual sim lte/5g - green,alta.ge,889,8.0,256.0,50.0,32.0,1,-1.0
honor x9a (8gb/256gb) dual sim emerald green,alta.ge,899,8.0,256.0,64.0,16.0,1,-1.0
oneplus nord ce 2 lite 5g (8gb/128gb) dual sim - black,alta.ge,759,8.0,128.0,64.0,16.0,1,-1.0
honor x8a (6gb/128gb) dual sim lte - blue,alta.ge,599,6.0,128.0,100.0,16.0,1,-1.0
honor x8a (6gb/128gb) dual sim lte - midnight black,alta.ge,599,6.0,128.0,100.0,16.0,1,-1.0
xiaomi redmi note 10s (global version) 6gb/128gb dual sim lte nfc - white,alta.ge,599,6.0,128.0,64.0,13.0,1,-1.0
xiaomi redmi note 10s global version (6gb/128gb) dual sim lte nfc - blue,alta.ge,599,6.0,128.0,64.0,13.0,1,-1.0
xiaomi redmi note 10s global version (6gb/128gb) dual sim lte - gray,alta.ge,599,6.0,128.0,64.0,13.0,1,-1.0
honor 90 lite (8gb/256gb) dual sim titanium silver,alta.ge,699,8.0,256.0,100.0,16.0,1,-1.0
honor 90 lite (8gb/256gb) dual sim cyan lake,alta.ge,699,8.0,256.0,100.0,16.0,1,-1.0
honor 90 lite (8gb/256gb) dual sim midnight black,alta.ge,699,8.0,256.0,100.0,16.0,1,-1.0
xiaomi poco x5 global version (6gb/128gb) dual sim 5g - green,alta.ge,699,6.0,128.0,48.0,13.0,1,-1.0
xiaomi poco x5 global version (8gb/256gb) dual sim 5g - green,alta.ge,729,8.0,256.0,48.0,13.0,1,-1.0
xiaomi poco x5 global version (8gb/256gb) dual sim 5g - blue,alta.ge,729,8.0,256.0,48.0,13.0,1,-1.0
xiaomi poco x5 global version (8gb/256gb) dual sim 5g - black,alta.ge,729,8.0,256.0,48.0,13.0,1,-1.0
xiaomi note 12 pro (8gb/256gb) dual sim lte - blue,alta.ge,749,8.0,256.0,108.0,16.0,1,-1.0
xiaomi note 12 pro (8gb/256gb) dual sim lte - gray,alta.ge,759,8.0,256.0,108.0,16.0,1,-1.0
oneplus nord ce 2 lite 5g (8gb/128gb) dual sim - blue,alta.ge,759,8.0,128.0,64.0,16.0,1,-1.0
honor x8a (6gb/128gb) dual sim lte - titanium silver,alta.ge,599,6.0,128.0,100.0,16.0,1,-1.0
xiaomi redmi 10 global version (4gb/128gb) dual sim lte nfc - blue,alta.ge,549,4.0,128.0,50.0,8.0,1,-1.0
samsung a235f galaxy a23 (6gb/128gb) dual sim lte - white,alta.ge,549,6.0,128.0,50.0,8.0,1,-1.0
samsung a235f galaxy a23 (6gb/128gb) dual sim lte - peach,alta.ge,549,6.0,128.0,50.0,8.0,1,-1.0
samsung a235f galaxy a23 (6gb/128gb) dual sim lte - black,alta.ge,549,6.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi note 10s (global version) 6gb/128gb dual sim lte - blue,alta.ge,549,6.0,128.0,64.0,13.0,1,-1.0
samsung m146b galaxy m14 (4gb/64gb) dual sim lte/5g - dark blue,alta.ge,569,4.0,64.0,50.0,13.0,1,-1.0
realme 10 (8gb/128gb) dual sim lte - black,alta.ge,569,8.0,128.0,50.0,16.0,1,-1.0
xiaomi redmi note 11s global version (6gb/64gb) dual sim lte - gray,alta.ge,569,6.0,64.0,108.0,16.0,1,-1.0
xiaomi redmi note 12s (global version) 8gb/256gb dual sim lte black,alta.ge,599,8.0,256.0,108.0,16.0,1,-1.0
samsung a245f galaxy a24 (6gb/128gb) dual sim lte - burgund,alta.ge,599,6.0,128.0,50.0,13.0,1,-1.0
samsung a245f galaxy a24 (6gb/128gb) dual sim lte - green,alta.ge,599,6.0,128.0,50.0,13.0,1,-1.0
samsung a245f galaxy a24 (6gb/128gb) dual sim lte - black,alta.ge,599,6.0,128.0,50.0,13.0,1,-1.0
samsung m146b galaxy m14 (4gb/128gb) dual sim lte/5g - silver,alta.ge,599,4.0,128.0,50.0,13.0,1,-1.0
samsung m146b galaxy m14 (4gb/128gb) dual sim lte/5g - dark blue,alta.ge,599,4.0,128.0,50.0,13.0,1,-1.0
samsung m146b galaxy m14 (4gb/128gb) dual sim lte/5g - blue,alta.ge,599,4.0,128.0,50.0,13.0,1,-1.0
honor x8 (6gb/128gb) dual sim lte - blue,alta.ge,529,6.0,128.0,64.0,16.0,1,-1.0
xiaomi redmi note 12 (4gb/128gb) dual sim lte - blue,alta.ge,469,4.0,128.0,50.0,13.0,1,-1.0
honor x7a plus (6gb/128gb) dual sim ocean blue,alta.ge,469,6.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi note 12 nfc (4gb/128gb) dual sim lte - blue,alta.ge,479,4.0,128.0,50.0,13.0,1,-1.0
samsung a235f galaxy a23 (4gb/64gb) dual sim lte - white,alta.ge,479,4.0,64.0,50.0,8.0,1,-1.0
samsung a235f galaxy a23 (4gb/64gb) dual sim lte - peach,alta.ge,479,4.0,64.0,50.0,8.0,1,-1.0
realme c55 (8gb/256gb) dual sim lte nfc - black,alta.ge,489,8.0,256.0,64.0,8.0,1,-1.0
honor x7a (4gb/128gb) titanium silver,alta.ge,499,4.0,128.0,50.0,8.0,1,-1.0
honor x7a (4gb/128gb) dual sim lte - midnight black,alta.ge,499,4.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi 10 global version (4gb/64gb) dual sim lte nfc - blue,alta.ge,499,4.0,64.0,50.0,8.0,1,-1.0
xiaomi redmi 10 global version (4gb/64gb) dual sim lte nfc - gray,alta.ge,499,4.0,64.0,50.0,8.0,1,-1.0
xiaomi poco m4 pro global version (4gb/64gb) dual sim lte/5g - blue,alta.ge,499,4.0,64.0,50.0,16.0,1,-1.0
xiaomi poco m4 pro global version (4gb/64gb) dual sim lte/5g - black,alta.ge,499,4.0,64.0,50.0,16.0,1,-1.0
xiaomi redmi note 10s (global version) 6gb/64gb dual sim lte - blue,alta.ge,499,6.0,64.0,64.0,13.0,1,-1.0
honor x8 (6gb/128gb) dual sim lte - black,alta.ge,529,6.0,128.0,64.0,16.0,1,-1.0
honor x8 (6gb/128gb) dual sim lte - silver,alta.ge,529,6.0,128.0,64.0,16.0,1,-1.0
xiaomi redmi note 12 (4gb/128gb) dual sim lte - green,alta.ge,469,4.0,128.0,50.0,13.0,1,-1.0
realme c55 (6gb/128gb) dual sim lte nfc - gold,alta.ge,439,6.0,128.0,64.0,8.0,1,-1.0
realme c55 (6gb/128gb) dual sim lte nfc - black,alta.ge,439,6.0,128.0,64.0,8.0,1,-1.0
xiaomi poco m5 global version (6gb/128gb) dual sim lte - black,alta.ge,439,6.0,128.0,50.0,5.0,1,-1.0
realme c55 (6gb/128gb) dual sim lte - gold,alta.ge,439,6.0,128.0,64.0,8.0,1,-1.0
samsung a037f galaxy a03s (4gb/64gb) dual sim lte - black,alta.ge,439,4.0,64.0,13.0,5.0,1,-1.0
xiaomi redmi 10 (global version) 4gb/64gb dual sim lte - gray,alta.ge,449,4.0,64.0,50.0,8.0,1,-1.0
oppo a57s (4gb/128gb) dual sim lte - blue,alta.ge,459,4.0,128.0,50.0,8.0,1,-1.0
oppo a57s (4gb/128gb) dual sim lte - black,alta.ge,459,4.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi 10 2022 (6gb/128gb) dual sim lte - carbon gray,alta.ge,459,6.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi 10 2022 (6gb/128gb) dual sim lte - sea blue,alta.ge,459,6.0,128.0,50.0,8.0,1,-1.0
samsung a135f galaxy a13 (4gb/128gb) dual sim lte - blue,alta.ge,459,4.0,128.0,50.0,8.0,1,-1.0
samsung a135f galaxy a13 (4gb/128gb) dual sim lte - black,alta.ge,459,4.0,128.0,50.0,8.0,1,-1.0
samsung a135f galaxy a13 (4gb/128gb) dual sim lte - white,alta.ge,459,4.0,128.0,50.0,8.0,1,-1.0
honor x7a plus (6gb/128gb) dual sim titanium silver,alta.ge,469,6.0,128.0,50.0,8.0,1,-1.0
honor x7a plus (6gb/128gb) dual sim midnight black,alta.ge,469,6.0,128.0,50.0,8.0,1,-1.0
xiaomi poco m5 (global version) 6gb/128gb dual sim lte green,alta.ge,439,6.0,128.0,50.0,5.0,1,-1.0
xiaomi poco m5 (global version) 4gb/128gb dual sim lte yellow,alta.ge,419,4.0,128.0,50.0,5.0,1,-1.0
honor x7 (4gb/128gb) dual sim lte - silver,alta.ge,419,4.0,128.0,48.0,8.0,1,-1.0
honor x7 (4gb/128gb) dual sim lte - blue,alta.ge,419,4.0,128.0,48.0,8.0,1,-1.0
honor x7 (4gb/128gb) dual sim lte - black,alta.ge,419,4.0,128.0,48.0,8.0,1,-1.0
xiaomi poco m5 global version (4gb/128gb) dual sim lte - black,alta.ge,419,4.0,128.0,50.0,5.0,1,-1.0
samsung a135f galaxy a13 (4gb/64gb) dual sim lte - blue,alta.ge,419,4.0,64.0,50.0,8.0,1,-1.0
samsung a135f galaxy a13 (4gb/64gb) dual sim lte - white,alta.ge,419,4.0,64.0,50.0,8.0,1,-1.0
xiaomi redmi 10 2022 (global version) 4gb/128gb dual sim lte - white,alta.ge,429,4.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi 10 2022 (4gb/128gb) dual sim lte - carbon gray,alta.ge,429,4.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi 10 2022 (4gb/128gb) dual sim lte - sea blue,alta.ge,429,4.0,128.0,50.0,8.0,1,-1.0
samsung a145f galaxy a14 (4gb/128gb) dual sim lte - silver,alta.ge,429,4.0,128.0,50.0,13.0,1,-1.0
samsung a145f galaxy a14 (4gb/128gb) dual sim lte - green,alta.ge,429,4.0,128.0,50.0,13.0,1,-1.0
samsung a145f galaxy a14 (4gb/128gb) dual sim lte - black,alta.ge,429,4.0,128.0,50.0,13.0,1,-1.0
realme c35 (4gb/128gb) dual sim lte - glowing green,alta.ge,399,4.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi 10a (4gb/128gb) dual sim lte - graphite gray,alta.ge,369,4.0,128.0,13.0,5.0,0,-1.0
samsung a135f galaxy a13 (3gb/32gb) dual sim lte - blue,alta.ge,369,3.0,32.0,50.0,8.0,1,-1.0
samsung a135f galaxy a13 (3gb/32gb) dual sim lte - black,alta.ge,369,3.0,32.0,50.0,8.0,1,-1.0
samsung a135f galaxy a13 (3gb/32gb) dual sim lte - white,alta.ge,369,3.0,32.0,50.0,8.0,1,-1.0
