title,source,price,ram_gb,memmory_gb,main_cam_mp,front_cam_mp,dual_cam,is_iphone_and_age
infinix hot11s 4gb/64gb x6812b polar black,onoff.ge,491,4.0,64.0,50.0,8.0,1,-1.0
poco c40 4gb/64gb green,onoff.ge,269,4.0,64.0,13.0,5.0,1,-1.0
samsung s918b galaxy s23 ultra 12gb/512gb lte duos - phantom black,onoff.ge,4099,12.0,512.0,200.0,12.0,1,-1.0
infinix smart 6 hd 2gb/32gb x6512 blue,onoff.ge,259,2.0,32.0,8.0,5.0,1,-1.0
realme c30s 2/32 gb black,onoff.ge,229,2.0,32.0,8.0,5.0,0,-1.0
infinix smart 6 2gb/32gb x6511 polar black,onoff.ge,289,2.0,32.0,8.0,5.0,1,-1.0
samsung s918b galaxy s23 ultra 12gb/256gb lte duos - lavender,onoff.ge,3149,12.0,256.0,200.0,12.0,1,-1.0
realme gt master 6gb/128gb grey,onoff.ge,799,6.0,128.0,64.0,32.0,1,-1.0
infinix note 11 6gb/128gb x663b nfc green,onoff.ge,569,6.0,128.0,64.0,16.0,1,-1.0
samsung galaxy a04 4gb/64gb green sm-a045fzggcau,onoff.ge,389,4.0,64.0,50.0,5.0,1,-1.0
realme c33 4gb/64gb black,onoff.ge,319,4.0,64.0,50.0,5.0,1,-1.0
xiaomi redmi 10a 4gb/128gb graphite gray eu (220233l2g),onoff.ge,369,4.0,128.0,13.0,5.0,1,-1.0
samsung galaxy a34 5g 8gb/256gb sm-a346ezkecau black,onoff.ge,1049,8.0,256.0,48.0,13.0,1,-1.0
xiaomi redmi 9c 2gb/32gb gray,onoff.ge,299,2.0,32.0,13.0,5.0,1,-1.0
sigma x-treme pq18 max 4gb/64gb dual sim - black,onoff.ge,599,4.0,64.0,20.0,5.0,1,-1.0
xiaomi redmi 10 4gb/128gb without nfc pebble white,onoff.ge,385,4.0,128.0,50.0,8.0,1,-1.0
xiaomi note 12 pro 8gb/256gb dual sim lte - gray,onoff.ge,759,8.0,256.0,108.0,16.0,1,-1.0
infinix hot 12i 4gb/64gb black,onoff.ge,369,4.0,64.0,13.0,8.0,1,-1.0
samsung galaxy a04 copper 3gb/32gb sm-a045fzcdcau,onoff.ge,270,3.0,32.0,13.0,5.0,1,-1.0
realme c21y rmx3261 4gb/64gb blue,onoff.ge,365,4.0,64.0,13.0,5.0,1,-1.0
honor x8a 6gb/128gb titanium silver,onoff.ge,599,6.0,128.0,100.0,16.0,1,-1.0
samsung s916b galaxy s23 plus 8gb/256gb lte duos - phantom black,onoff.ge,2599,8.0,256.0,50.0,12.0,1,-1.0
honor x8a 6gb/128gb cyan lake without nfc,onoff.ge,599,6.0,128.0,100.0,16.0,1,-1.0
samsung galaxy m14 5g 4gb/128gb dual sim lte - dark blue,onoff.ge,599,4.0,128.0,50.0,13.0,1,-1.0
samsung galaxy m14 5g 4gb/64gb dual sim lte - dark blue,onoff.ge,569,4.0,64.0,50.0,13.0,1,-1.0
honor x7 4gb/128gb ocean blue,onoff.ge,499,4.0,128.0,48.0,8.0,1,-1.0
smartphone honor x7a 4gb/128gb dual sim lte - titanium silver,onoff.ge,499,4.0,128.0,50.0,8.0,1,-1.0
samsung galaxy a04 4gb/64gb brown sm-a045fzcgcau,onoff.ge,389,4.0,64.0,13.0,5.0,1,-1.0
a53 128gb orange sm-a536ezodcau,onoff.ge,999,6.0,128.0,64.0,32.0,1,-1.0
samsung galaxy a34 5g 6gb/128gb sm-a346ezsacau silver,onoff.ge,959,6.0,128.0,48.0,13.0,1,-1.0
samsung galaxy a34 5g 6gb/128gb sm-a346elvacau light violet,onoff.ge,959,6.0,128.0,48.0,13.0,1,-1.0
a33 128gb black sm-a336bzkgcau,onoff.ge,859,6.0,128.0,50.0,13.0,1,-1.0
samsung a032f galaxy a03 core 2gb/32gb lte duos mint,onoff.ge,239,2.0,32.0,8.0,5.0,0,-1.0
xiaomi redmi 10a 3gb/64gb dual sim lte sky blue,onoff.ge,339,3.0,64.0,13.0,5.0,1,-1.0
xiaomi redmi 10a 2gb/32gb sky blue,onoff.ge,319,2.0,32.0,13.0,5.0,1,-1.0
samsung g990b galaxy s21 fe 5g 6gb/128gb duos green,onoff.ge,1299,6.0,128.0,12.0,32.0,1,-1.0
honor x6 4gb/64gb dual sim lte - midnight black,onoff.ge,379,4.0,64.0,50.0,5.0,1,-1.0
honor x5 2gb/32gb orange,onoff.ge,269,2.0,32.0,8.0,5.0,0,-1.0
honor x7a 4gb/128gb ocean blue without nfc,onoff.ge,499,4.0,128.0,50.0,8.0,1,-1.0
s22 128gb black sm-s901bzkdcau,onoff.ge,1649,8.0,128.0,50.0,10.0,1,-1.0
samsung z flip4 5g 8gb/256gb graphite sm-f721bzahcau,onoff.ge,2999,8.0,128.0,12.0,10.0,1,-1.0
realme 8 6gb/128gb cyber silver,onoff.ge,599,8.0,128.0,64.0,16.0,1,-1.0
samsung g990b galaxy s21 fe 5g 6gb/128gb duos graphite,onoff.ge,1299,6.0,128.0,12.0,32.0,1,-1.0
samsung s901b galaxy s22 8gb/128gb lte duos green,onoff.ge,1649,8.0,128.0,50.0,10.0,1,-1.0
realme 10 8gb/128gb black nfc,onoff.ge,569,8.0,128.0,50.0,16.0,1,-1.0
sigma pq39 ultra,onoff.ge,1299,6.0,128.0,13.0,5.0,0,-1.0
poco m5 4gb/128gb black,onoff.ge,359,4.0,128.0,50.0,5.0,1,-1.0
xiaomi redmi 9a dual sim 2gb/32gb lte global version blue,onoff.ge,219,2.0,32.0,13.0,5.0,0,-1.0
alcatel 1 se black 3/32 gb,onoff.ge,341,3.0,32.0,13.0,5.0,1,-1.0
xiaomi 12 lite 8gb/256gb black with nfc,onoff.ge,1049,8.0,256.0,108.0,32.0,1,-1.0
xiaomi redmi 10 4gb/128gb with nfc carbon grey,onoff.ge,429,4.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi 10 4gb/128gb with nfc sea blue,onoff.ge,449,4.0,128.0,50.0,8.0,1,-1.0
r x8a 6gb/128gb midnight black without nfc,onoff.ge,599,6.0,128.0,100.0,16.0,1,-1.0
samsung s916b galaxy s23 plus 8gb/256gb lte duos - lavender,onoff.ge,2599,8.0,256.0,50.0,12.0,1,-1.0
xiaomi redmi 10 4gb/128gb without nfc sea blue,onoff.ge,429,4.0,128.0,50.0,8.0,1,-1.0
realme 9 pro 8gb/128gb rmx3472 nfc black,onoff.ge,899,8.0,128.0,64.0,16.0,1,-1.0
samsung s911b galaxy s23 8gb/256gb lte duos - black,onoff.ge,2699,8.0,256.0,50.0,12.0,1,-1.0
samsung s911b galaxy s23 8gb/256gb lte duos - green,onoff.ge,2699,8.0,256.0,50.0,12.0,1,-1.0
samsung s911b galaxy s23 8gb/128gb lte duos - black,onoff.ge,1999,8.0,128.0,50.0,12.0,1,-1.0
samsung galaxy a04 4gb/64gb black sm-a045fzkgcau/d,onoff.ge,389,4.0,64.0,50.0,5.0,1,-1.0
infinix note 11 6gb/128gb black,onoff.ge,459,6.0,128.0,50.0,2.0,1,-1.0
realme gt master 8gb/256gb black,onoff.ge,999,8.0,256.0,64.0,32.0,1,-1.0
realme c33 4gb/64gb aqua blue,onoff.ge,319,4.0,64.0,50.0,5.0,1,-1.0
xiaomi redmi 10a 3gb/64gb graphite gray eu (220233l2g),onoff.ge,269,3.0,64.0,13.0,5.0,1,-1.0
samsung s911b galaxy s23 8gb/128gb lte duos - green,onoff.ge,1999,8.0,128.0,50.0,12.0,1,-1.0
samsung galaxy a34 5g 6gb/128gb sm-a346elgacau green,onoff.ge,730,6.0,128.0,48.0,13.0,1,-1.0
samsung a042f galaxy a04e 3gb/64gb dual sim lte copper (sm-a042fzchcau),onoff.ge,319,3.0,64.0,13.0,5.0,1,-1.0
samsung a04e 3gb/64gb black without nfc,onoff.ge,319,3.0,64.0,13.0,5.0,1,-1.0
samsung a042f galaxy a04e 3gb/32gb dual sim lte copper (sm-a042fzcdcau),onoff.ge,289,3.0,32.0,13.0,5.0,1,-1.0
samsung a04e 3gb/32gb blue without nfc,onoff.ge,289,3.0,32.0,13.0,5.0,1,-1.0
xiaomi redmi 9a dual sim 2gb/32gb lte global version grey,onoff.ge,219,2.0,32.0,13.0,5.0,0,-1.0
samsung galaxy a04 3gb/32gb black,onoff.ge,270,3.0,32.0,13.0,5.0,1,-1.0
apple iphone 12 64gb black,onoff.ge,1869,4.0,64.0,12.0,12.0,1,3.0
apple iphone 12 64gb blue,onoff.ge,1869,4.0,64.0,12.0,12.0,1,3.0
infinix hot11s 6gb/128gb x6812b green wave,onoff.ge,539,6.0,128.0,50.0,8.0,1,-1.0
poco c40 4gb/64gb black,onoff.ge,269,4.0,64.0,13.0,5.0,1,-1.0
infinix smart 6 2gb/32gb x6511 heart of ocean,onoff.ge,308,2.0,32.0,8.0,5.0,1,-1.0
realme c30s 2/32 gb blue,onoff.ge,229,2.0,32.0,8.0,5.0,0,-1.0
sigma x-treme pq38 black,onoff.ge,559,4.0,32.0,13.0,5.0,0,-1.0
samsung a04e 3gb/32gb black without nfc,onoff.ge,289,3.0,32.0,13.0,5.0,1,-1.0
apple iphone 14 pro max 128gb silver,onoff.ge,3599,6.0,128.0,48.0,12.0,1,1.0
samsung s918b galaxy s23 ultra 12gb/256gb lte duos - phantom black,onoff.ge,2999,12.0,256.0,200.0,12.0,1,-1.0
samsung galaxy a34 5g 6gb/128gb sm-a346ezkacau black,onoff.ge,730,6.0,128.0,48.0,13.0,1,-1.0
apple iphone 14 plus 128gb yellow,onoff.ge,2899,4.0,128.0,12.0,12.0,1,1.0
apple iphone 14 plus 256gb purple,onoff.ge,3249,4.0,256.0,12.0,12.0,1,1.0
apple iphone 14 plus 128gb midnight,onoff.ge,2899,4.0,128.0,12.0,12.0,1,1.0
apple iphone 14 plus 256gb midnight,onoff.ge,3249,4.0,256.0,12.0,12.0,1,1.0
apple iphone 14 plus 128gb blue,onoff.ge,2899,4.0,128.0,12.0,12.0,1,1.0
apple iphone 14 pro max 256gb gold,onoff.ge,3899,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 plus 256gb blue,onoff.ge,3249,4.0,256.0,12.0,12.0,1,1.0
apple iphone 14 pro max 256gb space black,onoff.ge,3899,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro 256gb gold,onoff.ge,3599,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro 512gb deep purple,onoff.ge,4299,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 pro max 128gb deep purple,onoff.ge,3599,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro 256gb deep purple,onoff.ge,3599,6.0,256.0,48.0,12.0,1,1.0
apple iphone 11 128gb black,onoff.ge,1669,4.0,128.0,12.0,12.0,1,4.0
apple iphone 11 64gb white,onoff.ge,1499,4.0,64.0,12.0,12.0,1,4.0
apple iphone 13 128gb  pink,onoff.ge,2069,4.0,128.0,12.0,12.0,1,2.0
apple iphone 11 128gb white,onoff.ge,1669,4.0,128.0,12.0,12.0,1,4.0
iphone 13 128gb alpine green,onoff.ge,2069,4.0,128.0,12.0,12.0,1,2.0
apple iphone 13 128gb  starlight,onoff.ge,2069,4.0,128.0,12.0,12.0,1,2.0
apple iphone 13 128gb  blue,onoff.ge,2069,4.0,128.0,12.0,12.0,1,2.0
apple iphone 14 256gb yellow,onoff.ge,2799,4.0,256.0,12.0,12.0,1,1.0
apple iphone 14 128gb purple,onoff.ge,2499,4.0,128.0,12.0,12.0,1,1.0
apple iphone 14 128gb yellow,onoff.ge,2499,4.0,128.0,12.0,12.0,1,1.0
apple iphone 14 128gb midnight,onoff.ge,2499,4.0,128.0,12.0,12.0,1,1.0
apple iphone 14 128gb blue,onoff.ge,2499,4.0,128.0,12.0,12.0,1,1.0
apple iphone 14 256gb blue,onoff.ge,2799,4.0,256.0,12.0,12.0,1,1.0
apple iphone 14 256gb midnight,onoff.ge,2799,4.0,256.0,12.0,12.0,1,1.0
xiaomi poco f4 5g 6/128gb black,zoomer.ge,929,6.0,128.0,64.0,20.0,1,-1.0
oneplus nord 2t 5g 8/128gb jade fog,zoomer.ge,999,8.0,128.0,50.0,32.0,1,-1.0
oneplus nord 2t 5g 8/128gb gray shadow,zoomer.ge,999,8.0,128.0,50.0,32.0,1,-1.0
apple iphone 14 | 256gb blue,zoomer.ge,2699,6.0,256.0,12.0,12.0,0,1.0
oneplus 9 pro 5g 8/128gb morning mist,zoomer.ge,1499,8.0,128.0,48.0,16.0,1,-1.0
realme c25y 4/64gb glacier blue,zoomer.ge,299,4.0,64.0,50.0,8.0,1,-1.0
realme c25y 4/64gb metal gray,zoomer.ge,299,4.0,64.0,50.0,8.0,1,-1.0
apple iphone 13 mini | 128gb red,zoomer.ge,1799,4.0,128.0,12.0,12.0,0,2.0
xiaomi redmi note 11s 8/128gb twilight blue,zoomer.ge,599,8.0,128.0,108.0,16.0,1,-1.0
xiaomi 12 5g 12/256gb gray,zoomer.ge,1499,12.0,256.0,50.0,32.0,1,-1.0
xiaomi 12 5g 12/256gb blue,zoomer.ge,1499,12.0,256.0,50.0,32.0,1,-1.0
apple iphone 14 pro max | 1tb gold,zoomer.ge,5199,6.0,1.0,48.0,12.0,1,1.0
apple iphone 14 pro max | 1tb deep purple,zoomer.ge,5199,6.0,1.0,48.0,12.0,1,1.0
xiaomi redmi note 10 pro 8/256gb blue,zoomer.ge,699,8.0,256.0,108.0,16.0,1,-1.0
apple iphone 14 pro | 512gb deep purple,zoomer.ge,4199,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 pro max | 1tb space black,zoomer.ge,5199,6.0,1.0,48.0,12.0,1,1.0
apple iphone 14 pro | 512gb space black,zoomer.ge,4199,6.0,512.0,48.0,12.0,1,1.0
samsung galaxy a03s a037fd 3/32gb blue,zoomer.ge,299,3.0,32.0,13.0,5.0,1,-1.0
apple iphone 14 pro e-sim only | 1tb silver,zoomer.ge,4799,6.0,1.0,48.0,12.0,1,1.0
apple iphone 14 pro | 512gb silver,zoomer.ge,4199,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 pro | 512gb gold,zoomer.ge,4199,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 pro e-sim only | 1tb deep purple,zoomer.ge,4799,6.0,1.0,48.0,12.0,1,1.0
apple iphone 14 pro max e-sim only | 256gb silver,zoomer.ge,3799,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro e-sim only | 1tb gold,zoomer.ge,4799,6.0,1.0,48.0,12.0,1,1.0
apple iphone 14 pro max | 128gb silver,zoomer.ge,3499,6.0,128.0,48.0,12.0,1,1.0
honor x7 4/128gb midnight black,zoomer.ge,409,4.0,128.0,48.0,8.0,1,-1.0
honor x8 6/128gb midnight black,zoomer.ge,519,6.0,128.0,64.0,16.0,1,-1.0
apple iphone 14 pro max e-sim only | 128gb silver,zoomer.ge,3499,6.0,128.0,48.0,12.0,1,1.0
honor x7 4/128gb ocean blue,zoomer.ge,409,4.0,128.0,48.0,8.0,1,-1.0
xiaomi 13 5g 12/256gb black,zoomer.ge,2099,12.0,256.0,50.0,32.0,1,-1.0
xiaomi redmi note 11 pro 5g 6/64gb graphite gray,zoomer.ge,599,6.0,64.0,108.0,16.0,1,-1.0
apple iphone 11 2020 | 128gb white,zoomer.ge,1699,4.0,128.0,12.0,12.0,0,4.0
xiaomi redmi note 11 pro 5g 6/64gb atlantic blue,zoomer.ge,599,6.0,64.0,108.0,16.0,1,-1.0
xiaomi redmi note 11 pro 5g 6/64gb polar white,zoomer.ge,599,6.0,64.0,108.0,16.0,1,-1.0
xiaomi redmi 12c 4/64gb blue,zoomer.ge,269,4.0,64.0,50.0,5.0,0,-1.0
apple iphone 14 pro max | 512gb space black,zoomer.ge,4599,6.0,512.0,48.0,12.0,1,1.0
honor x6 4/64gb midnight black,zoomer.ge,359,4.0,64.0,50.0,5.0,1,-1.0
honor x6 4/64gb ocean blue,zoomer.ge,359,4.0,64.0,50.0,5.0,1,-1.0
xiaomi redmi note 12 nfc lte 4/128gb blue,zoomer.ge,469,4.0,128.0,50.0,13.0,1,-1.0
apple iphone 14 pro max | 512gb deep purple,zoomer.ge,4599,6.0,512.0,48.0,12.0,1,1.0
xiaomi poco x5 5g 8/256gb black,zoomer.ge,699,8.0,256.0,48.0,13.0,1,-1.0
xiaomi poco x5 pro 5g 8/256gb yellow,zoomer.ge,899,8.0,256.0,108.0,16.0,1,-1.0
xiaomi poco x5 pro 5g 8/256gb black,zoomer.ge,899,8.0,256.0,108.0,16.0,1,-1.0
xiaomi poco x5 pro 5g 8/256gb blue,zoomer.ge,899,8.0,256.0,108.0,16.0,1,-1.0
xiaomi redmi note 11 pro+ 5g 8/128gb green,zoomer.ge,799,8.0,128.0,108.0,16.0,1,-1.0
xiaomi 13 pro 5g 12/512gb ceramic black,zoomer.ge,3099,12.0,512.0,50.3,32.0,1,-1.0
apple iphone 14 | 128gb blue,zoomer.ge,2399,6.0,128.0,12.0,12.0,0,1.0
xiaomi poco x5 5g 8/256gb green,zoomer.ge,699,8.0,256.0,48.0,13.0,1,-1.0
xiaomi poco m5 4gb 64gb green,zoomer.ge,339,4.0,64.0,50.0,5.0,1,-1.0
xiaomi poco x5 5g 8/256gb blue,zoomer.ge,699,8.0,256.0,48.0,13.0,1,-1.0
xiaomi poco m5 4gb 64gb yellow,zoomer.ge,339,4.0,64.0,50.0,5.0,1,-1.0
google pixel 6a 5g 6/128gb stormy black,zoomer.ge,949,6.0,128.0,12.2,8.0,0,-1.0
xiaomi poco m5 4gb 128gb black,zoomer.ge,369,4.0,128.0,50.0,5.0,1,-1.0
xiaomi redmi 10 2022 6/128gb grey,zoomer.ge,399,6.0,128.0,50.0,8.0,1,-1.0
xiaomi poco m5 4gb 64gb black,zoomer.ge,339,4.0,64.0,50.0,5.0,1,-1.0
xiaomi poco m5 4gb 128gb green,zoomer.ge,369,4.0,128.0,50.0,5.0,1,-1.0
apple iphone 14 | 256gb midnight,zoomer.ge,2699,6.0,256.0,12.0,12.0,0,1.0
xiaomi poco c40 4/64gb yellow,zoomer.ge,259,4.0,64.0,13.0,5.0,0,-1.0
realme 9i 4/128gb black,zoomer.ge,349,4.0,128.0,50.0,16.0,1,-1.0
xiaomi poco c40 4/64gb green,zoomer.ge,259,4.0,64.0,13.0,5.0,0,-1.0
xiaomi poco c40 4/64gb black,zoomer.ge,259,4.0,64.0,13.0,5.0,0,-1.0
samsung galaxy a33 a336e/d 5g 8/128gb peach,zoomer.ge,779,8.0,128.0,48.0,13.0,1,-1.0
samsung galaxy s21 fe 5g 8/128gb olive,zoomer.ge,1199,8.0,128.0,12.0,32.0,1,-1.0
xiaomi redmi 10 2022 6/128gb blue,zoomer.ge,399,6.0,128.0,50.0,8.0,1,-1.0
apple iphone 13 mini | 128gb pink,zoomer.ge,1799,4.0,128.0,12.0,12.0,0,2.0
samsung galaxy a33 a336e/d 5g 8/128gb white,zoomer.ge,779,8.0,128.0,48.0,13.0,1,-1.0
samsung galaxy s21 fe 5g 8/128gb graphite,zoomer.ge,1199,8.0,128.0,12.0,32.0,1,-1.0
samsung galaxy s21 fe 5g 8/128gb lavender,zoomer.ge,1199,8.0,128.0,12.0,32.0,1,-1.0
apple iphone 13 | 128gb red,zoomer.ge,2099,4.0,128.0,12.0,12.0,0,2.0
apple iphone 13 | 128gb starlight,zoomer.ge,2099,4.0,128.0,12.0,12.0,0,2.0
apple iphone 13 mini | 128gb starlight,zoomer.ge,1799,4.0,128.0,12.0,12.0,0,2.0
apple iphone 13 mini | 128gb blue,zoomer.ge,1799,4.0,128.0,12.0,12.0,0,2.0
apple iphone 13 | 128gb pink,zoomer.ge,2099,4.0,128.0,12.0,12.0,0,2.0
samsung galaxy s21 fe 5g 8/128gb white,zoomer.ge,1199,8.0,128.0,12.0,32.0,1,-1.0
apple iphone 11 2020 | 128gb black,zoomer.ge,1699,4.0,128.0,12.0,12.0,0,4.0
realme 9i 4/128gb blue,zoomer.ge,349,4.0,128.0,50.0,16.0,1,-1.0
oneplus 10 pro 5g 12/256gb emerald forest,zoomer.ge,1799,12.0,256.0,48.0,32.0,1,-1.0
samsung galaxy a04 a045fd 3/32gb copper,zoomer.ge,249,3.0,32.0,50.0,5.0,0,-1.0
samsung galaxy a04 a045fd 4/64gb copper,zoomer.ge,289,4.0,64.0,50.0,5.0,0,-1.0
apple iphone 13 | 128gb blue,zoomer.ge,2099,4.0,128.0,12.0,12.0,0,2.0
oneplus 9 pro 5g 12/256gb pine green,zoomer.ge,1699,12.0,256.0,48.0,16.0,1,-1.0
samsung galaxy a04s a047fd 4/64gb black,zoomer.ge,339,4.0,64.0,50.0,5.0,1,-1.0
apple iphone 13 | 128gb midnight,zoomer.ge,2099,4.0,128.0,12.0,12.0,0,2.0
samsung galaxy a04 a045fd 3/32gb black,zoomer.ge,249,3.0,32.0,50.0,5.0,0,-1.0
samsung galaxy a04 a045fd 4/64gb black,zoomer.ge,289,4.0,64.0,50.0,5.0,0,-1.0
samsung galaxy a04s a047fd 3/32gb copper,zoomer.ge,299,3.0,32.0,50.0,5.0,1,-1.0
apple iphone 14 | 128gb purple,zoomer.ge,2399,6.0,128.0,12.0,12.0,0,1.0
samsung galaxy a04s a047fd 3/32gb black,zoomer.ge,299,3.0,32.0,50.0,5.0,1,-1.0
samsung galaxy a73 a736e/d 5g 8/128gb gray,zoomer.ge,1249,8.0,128.0,108.0,32.0,1,-1.0
realme c30 2/32gb black,zoomer.ge,219,2.0,32.0,8.0,5.0,0,-1.0
realme c30 2/32gb blue,zoomer.ge,219,2.0,32.0,8.0,5.0,0,-1.0
apple iphone 14 | 256gb purple,zoomer.ge,2699,6.0,256.0,12.0,12.0,0,1.0
samsung galaxy a73 a736e/d 5g 8/128gb mint,zoomer.ge,1249,8.0,128.0,108.0,32.0,1,-1.0
samsung galaxy a73 a736e/d 5g 8/128gb white,zoomer.ge,1249,8.0,128.0,108.0,32.0,1,-1.0
samsung galaxy a23 a235fd 4/64gb white,zoomer.ge,469,4.0,64.0,50.0,8.0,1,-1.0
apple iphone 14 | 128gb red,zoomer.ge,2399,6.0,128.0,12.0,12.0,0,1.0
samsung galaxy a23 a235fd 4/64gb peach,zoomer.ge,469,4.0,64.0,50.0,8.0,1,-1.0
apple iphone 14 | 128gb starlight,zoomer.ge,2399,6.0,128.0,12.0,12.0,0,1.0
samsung galaxy s22 5g s901e/ds 8/256 white,zoomer.ge,1799,8.0,256.0,50.0,10.0,1,-1.0
samsung galaxy a23 a235fd 4/64gb blue,zoomer.ge,469,4.0,64.0,50.0,8.0,1,-1.0
samsung galaxy a23 a235fd 4/64gb black,zoomer.ge,469,4.0,64.0,50.0,8.0,1,-1.0
apple iphone 14 pro max | 128gb space black,zoomer.ge,3499,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro max | 256gb deep purple,zoomer.ge,3799,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro | 256gb silver,zoomer.ge,3499,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 | 128gb midnight,zoomer.ge,2399,6.0,128.0,12.0,12.0,0,1.0
apple iphone 14 pro max | 256gb silver,zoomer.ge,3799,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro max | 256gb space black,zoomer.ge,3799,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro | 256gb gold,zoomer.ge,3499,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro max | 128gb gold,zoomer.ge,3499,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro | 128gb gold,zoomer.ge,3099,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro | 128gb silver,zoomer.ge,3099,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro | 128gb space black,zoomer.ge,3099,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro max | 256gb gold,zoomer.ge,3799,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro | 256gb space black,zoomer.ge,3499,6.0,256.0,48.0,12.0,1,1.0
samsung galaxy a14 lte a145p/ds 4/64gb green,zoomer.ge,359,4.0,64.0,50.0,13.0,1,-1.0
apple iphone 14 pro max | 128gb deep purple,zoomer.ge,3499,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro | 256gb deep purple,zoomer.ge,3499,6.0,256.0,48.0,12.0,1,1.0
samsung galaxy a14 lte a145p/ds 4/64gb silver,zoomer.ge,359,4.0,64.0,50.0,13.0,1,-1.0
xiaomi 13 lite 5g 8/256gb blue,zoomer.ge,1049,8.0,256.0,50.0,32.0,1,-1.0
samsung galaxy a04e a042fd 4/128gb blue,zoomer.ge,299,4.0,128.0,13.0,5.0,0,-1.0
realme 10 pro nfc 5g 8/128gb blue,zoomer.ge,749,8.0,128.0,108.0,16.0,0,-1.0
xiaomi 13 lite 5g 8/256gb black,zoomer.ge,1049,8.0,256.0,50.0,32.0,1,-1.0
xiaomi redmi 12c 4/128gb grey,zoomer.ge,299,4.0,128.0,50.0,5.0,0,-1.0
samsung galaxy a14 lte a145f/ds 4/128gb black,zoomer.ge,399,4.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a14 5g a146p/ds 4/64gb silver,zoomer.ge,469,4.0,64.0,50.0,13.0,1,-1.0
xiaomi 13 lite 5g 8/256gb pink,zoomer.ge,1049,8.0,256.0,50.0,32.0,1,-1.0
samsung galaxy a14 lte a145p/ds 4/64gb black,zoomer.ge,359,4.0,64.0,50.0,13.0,1,-1.0
samsung galaxy s23+ 5g s916b/ds 8/256gb lavender,zoomer.ge,2299,8.0,256.0,50.0,12.0,1,-1.0
samsung galaxy a04e a042fd 4/128gb copper,zoomer.ge,299,4.0,128.0,13.0,5.0,0,-1.0
xiaomi redmi 12c 4/128gb blue,zoomer.ge,299,4.0,128.0,50.0,5.0,0,-1.0
oneplus nord ce 3 lite 5g 8/256gb black,zoomer.ge,799,8.0,256.0,108.0,16.0,1,-1.0
samsung galaxy s23+ 5g s916b/ds 8/256gb green,zoomer.ge,2299,8.0,256.0,50.0,12.0,1,-1.0
samsung galaxy a14 5g a146p/ds 4/64gb green,zoomer.ge,469,4.0,64.0,50.0,13.0,1,-1.0
xiaomi redmi note 12 lte 6/128gb grey,zoomer.ge,499,6.0,128.0,50.0,13.0,1,-1.0
xiaomi redmi note 12 lte 6/128gb blue,zoomer.ge,499,6.0,128.0,50.0,13.0,1,-1.0
oneplus nord ce 3 lite 5g 8/128gb green,zoomer.ge,729,8.0,128.0,108.0,16.0,1,-1.0
oneplus nord ce 3 lite 5g 8/128gb black,zoomer.ge,729,8.0,128.0,108.0,16.0,1,-1.0
xiaomi redmi 12c 6/128gb blue,zoomer.ge,339,6.0,128.0,50.0,5.0,0,-1.0
samsung galaxy s23+ 5g s916b/ds 8/256gb cream,zoomer.ge,2299,8.0,256.0,50.0,12.0,1,-1.0
xiaomi redmi note 12 lte 4/128gb green,zoomer.ge,459,4.0,128.0,50.0,13.0,1,-1.0
xiaomi redmi note 12 lte 4/128gb blue,zoomer.ge,459,4.0,128.0,50.0,13.0,1,-1.0
oneplus nord ce 3 lite 5g 8/256gb green,zoomer.ge,799,8.0,256.0,108.0,16.0,1,-1.0
xiaomi redmi note 12 pro+ 5g 8/256gb blue,zoomer.ge,999,8.0,256.0,200.0,16.0,1,-1.0
apple iphone 14 | 128gb yellow,zoomer.ge,2399,6.0,128.0,12.0,12.0,0,1.0
xiaomi redmi 12c nfc 4/128gb grey,zoomer.ge,309,4.0,128.0,50.0,5.0,0,-1.0
xiaomi redmi note 12 nfc lte 6/128gb grey,zoomer.ge,509,6.0,128.0,50.0,13.0,1,-1.0
xiaomi redmi note 12 lte 4/128gb grey,zoomer.ge,459,4.0,128.0,50.0,13.0,1,-1.0
